job ID,institution,Job Catagory,Job Number,List ID,CountMethod,URL,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
4,BNY MELLON,Communications,5,2,TF/IDF,https://jobs.bnymellon.com/jobs?page=1&categories=Communications%2FCorp+Affairs,"('experience', 17)","('lead', 15)","('team', 11)","('time', 7)","('report', 6)","('strategy', 6)","('executive', 4)","('provide', 4)","('impact', 3)","('opportunities', 3)","('supporting', 3)","('matter', 3)","('innovation', 3)","('create', 2)","('partners', 2)","('trade', 2)","('channels', 2)","('focus', 2)","('potential', 2)","('competition', 2)","('power', 1)","('gain', 1)","('subject', 1)","('signs', 1)","('advice', 1)","('regulation', 1)","('experts', 1)","('approach', 1)","('early', 1)","('incumbent', 1)","('critical', 1)","('authentication', 0)","('manufacturers', 0)","('connected', 0)","('demand', 0)","('lower', 0)","('circa', 0)","('flows', 0)","('case', 0)","('change', 0)","('increasingly', 0)","('major', 0)","('share', 0)","('forces', 0)","('offering', 0)","('forbes', 0)","('usage', 0)","('increased', 0)","('challenger', 0)","('externalization', 0)","('paths', 0)","('merchants', 0)","('user', 0)","('adoption', 0)","('context', 0)","('core', 0)","('technologies', 0)","('pressure', 0)","('futures', 0)","('venture', 0)","('alternative', 0)","('high', 0)","('entrants', 0)","('quantitative', 0)","('studies', 0)","('ecosystems', 0)","('officer', 0)","('retail', 0)","('model', 0)","('open', 0)","('trading', 0)","('card', 0)","('system', 0)","('users', 0)","('chain', 0)","('wealth', 0)","('crowdfund', 0)","('frastructure', 0)","('lend', 0)","('offerings', 0)","('ecosystem', 0)","('processes', 0)","('fintech', 0)","('techs', 0)","('offer', 0)","('emerging', 0)","('increasing', 0)","('continued', 0)","('funding', 0)","('low', 0)","('models', 0)","('distributors', 0)","('insurtechs', 0)","('chief', 0)","('director', 0)","('underwriting', 0)","('access', 0)","('role', 0)","('transactions', 0)","('growth', 0)"
4,BNY MELLON,Communications,5,3,TextRank,https://jobs.bnymellon.com/jobs?page=1&categories=Communications%2FCorp+Affairs,"('manage', 18)","('require', 10)","('required', 8)","('services', 7)","('technology', 6)","('invest', 5)","('provide', 4)","('inform', 4)","('provides', 3)","('digital', 3)","('digit', 3)","('process', 3)","('base', 3)","('based', 3)","('marketing', 2)","('risk', 2)","('platform', 2)","('managing', 2)","('manages', 2)","('product', 2)","('investor', 2)","('informed', 2)","('requirements', 2)","('requirement', 2)","('providing', 1)","('risks', 1)","('manager', 1)","('managers', 1)","('production', 1)","('institution', 1)","('regulation', 1)","('investments', 1)","('requiring', 1)","('traditional', 1)","('banks', 0)","('banked', 0)","('customized', 0)","('customization', 0)","('customs', 0)","('insurance', 0)","('insurers', 0)","('insure', 0)","('insurer', 0)","('insuring', 0)","('insured', 0)","('payments', 0)","('financially', 0)","('financials', 0)","('risking', 0)","('customer adoption', 0)","('retail banking', 0)","('data', 0)","('increasing', 0)","('increase', 0)","('increased', 0)","('increases', 0)","('servicing', 0)","('deutsche bank', 0)","('managed', 0)","('manageable', 0)","('products', 0)","('productivity', 0)","('global financial institutions provided', 0)","('digitization', 0)","('incumbent service providers', 0)","('processing', 0)","('processed', 0)","('institute', 0)","('accounts shifting customers', 0)","('transactions', 0)","('transacting', 0)","('transact', 0)","('institutional investors', 0)","('lowering market', 0)","('regulators', 0)","('regulated', 0)","('regulator', 0)","('regulate', 0)","('regulates', 0)","('regulating', 0)","('ceo', 0)","('investing', 0)","('invested', 0)","('investable', 0)","('invests', 0)","('bases', 0)","('technologically', 0)","('regulatory', 0)","('identities', 0)","('worlds', 0)","('information', 0)","('investment solution', 0)","('standardize processes', 0)","('keys', 0)","('provider especially', 0)","('requires', 0)","('identity solutions', 0)","('capitalize', 0)","('capitals', 0)","('capitalization', 0)"
5,BNY MELLON,Compliance,12,1,wordcount,https://jobs.bnymellon.com/jobs?page=1&categories=Compliance,"('business', 108)","('regulatory', 67)","('service', 47)","('services', 42)","('management', 35)","('time', 31)","('financial', 30)","('risk', 29)","('provide', 23)","('role', 23)","('global', 20)","('process', 18)","('regulators', 18)","('industry', 18)","('high', 16)","('ability', 16)","('processes', 14)","('key', 13)","('based', 11)","('risks', 11)","('product', 11)","('market', 9)","('asset', 9)","('data', 8)","('products', 8)","('potential', 7)","('markets', 7)","('system', 5)","('individual', 5)","('institutions', 4)","('investment', 4)","('opportunities', 4)","('assets', 4)","('equity', 3)","('trade', 3)","('trading', 3)","('entities', 3)","('current', 3)","('investors', 2)","('forum', 2)","('capital', 2)","('findings', 2)","('wealth', 2)","('investor', 2)","('customer', 1)","('implications', 1)","('future', 1)","('access', 1)","('systems', 1)","('state', 1)","('infrastructure', 1)","('transfer', 1)","('firms', 1)","('customers', 0)","('identity', 0)","('platforms', 0)","('digital', 0)","('traditional', 0)","('bank', 0)","('insurance', 0)","('alternative', 0)","('payment', 0)","('banks', 0)","('economic', 0)","('payments', 0)","('uncertainties', 0)","('providers', 0)","('lending', 0)","('insurers', 0)","('transactions', 0)","('dlt', 0)","('technology', 0)","('scenario', 0)","('intermediaries', 0)","('user', 0)","('states', 0)","('users', 0)","('solutions', 0)","('introduction', 0)","('incumbents', 0)","('conclusion', 0)","('platform', 0)","('fis', 0)","('smart', 0)","('credit', 0)","('cost', 0)","('models', 0)","('real', 0)","('transaction', 0)","('funding', 0)","('automated', 0)","('banking', 0)","('online', 0)","('case', 0)","('ecosystem', 0)","('attributes', 0)","('scale', 0)","('mobile', 0)","('crowdfunding', 0)","('distributed', 0)"
5,BNY MELLON,Compliance,12,2,TF/IDF,https://jobs.bnymellon.com/jobs?page=1&categories=Compliance,"('regulation', 42)","('experience', 41)","('team', 34)","('report', 31)","('change', 31)","('time', 31)","('provide', 23)","('role', 23)","('lead', 18)","('advice', 17)","('high', 16)","('impact', 15)","('processes', 14)","('strategy', 12)","('executive', 8)","('emerging', 8)","('matter', 7)","('focus', 7)","('low', 7)","('potential', 7)","('partners', 6)","('system', 5)","('major', 4)","('opportunities', 4)","('supporting', 4)","('offer', 4)","('critical', 4)","('growth', 4)","('pressure', 3)","('trade', 3)","('trading', 3)","('approach', 3)","('early', 3)","('core', 2)","('signs', 2)","('model', 2)","('wealth', 2)","('gain', 1)","('create', 1)","('share', 1)","('offering', 1)","('subject', 1)","('context', 1)","('officer', 1)","('open', 1)","('card', 1)","('experts', 1)","('frastructure', 1)","('incumbent', 1)","('access', 1)","('authentication', 0)","('manufacturers', 0)","('power', 0)","('connected', 0)","('demand', 0)","('lower', 0)","('circa', 0)","('flows', 0)","('case', 0)","('increasingly', 0)","('forces', 0)","('forbes', 0)","('usage', 0)","('increased', 0)","('challenger', 0)","('externalization', 0)","('paths', 0)","('merchants', 0)","('user', 0)","('adoption', 0)","('technologies', 0)","('futures', 0)","('venture', 0)","('alternative', 0)","('entrants', 0)","('quantitative', 0)","('studies', 0)","('ecosystems', 0)","('retail', 0)","('users', 0)","('chain', 0)","('channels', 0)","('crowdfund', 0)","('lend', 0)","('offerings', 0)","('ecosystem', 0)","('fintech', 0)","('techs', 0)","('increasing', 0)","('continued', 0)","('funding', 0)","('models', 0)","('distributors', 0)","('insurtechs', 0)","('chief', 0)","('director', 0)","('underwriting', 0)","('innovation', 0)","('transactions', 0)","('competition', 0)"
5,BNY MELLON,Compliance,12,3,TextRank,https://jobs.bnymellon.com/jobs?page=1&categories=Compliance,"('regulator', 85)","('manage', 76)","('regulatory', 67)","('require', 60)","('services', 42)","('regulation', 42)","('requirements', 32)","('requirement', 32)","('manager', 31)","('managers', 31)","('risk', 29)","('required', 25)","('provide', 23)","('process', 18)","('regulators', 18)","('inform', 16)","('providing', 12)","('information', 12)","('risks', 11)","('product', 11)","('base', 11)","('based', 11)","('data', 8)","('products', 8)","('increase', 7)","('invest', 6)","('provides', 5)","('managing', 4)","('institution', 4)","('informed', 4)","('servicing', 2)","('manages', 2)","('production', 2)","('investor', 2)","('investments', 1)","('banks', 0)","('banked', 0)","('customized', 0)","('customization', 0)","('customs', 0)","('marketing', 0)","('insurance', 0)","('insurers', 0)","('insure', 0)","('insurer', 0)","('insuring', 0)","('insured', 0)","('payments', 0)","('financially', 0)","('financials', 0)","('risking', 0)","('platform', 0)","('customer adoption', 0)","('retail banking', 0)","('increasing', 0)","('increased', 0)","('increases', 0)","('deutsche bank', 0)","('managed', 0)","('manageable', 0)","('productivity', 0)","('global financial institutions provided', 0)","('digital', 0)","('digit', 0)","('digitization', 0)","('incumbent service providers', 0)","('processing', 0)","('processed', 0)","('institute', 0)","('accounts shifting customers', 0)","('transactions', 0)","('transacting', 0)","('transact', 0)","('institutional investors', 0)","('lowering market', 0)","('regulated', 0)","('regulate', 0)","('regulates', 0)","('regulating', 0)","('ceo', 0)","('investing', 0)","('invested', 0)","('investable', 0)","('invests', 0)","('bases', 0)","('technology', 0)","('technologically', 0)","('identities', 0)","('worlds', 0)","('investment solution', 0)","('standardize processes', 0)","('keys', 0)","('provider especially', 0)","('requiring', 0)","('requires', 0)","('identity solutions', 0)","('capitalize', 0)","('capitals', 0)","('capitalization', 0)","('traditional', 0)"
6,BNY MELLON,Corporate Trust,90,1,wordcount,https://jobs.bnymellon.com/jobs?page=9&categories=Corporate%20Trust,"('service', 438)","('business', 255)","('services', 247)","('process', 230)","('product', 213)","('financial', 126)","('time', 123)","('transaction', 119)","('market', 117)","('system', 109)","('management', 88)","('asset', 84)","('investment', 83)","('data', 77)","('products', 77)","('transactions', 75)","('assets', 75)","('provide', 72)","('technology', 69)","('markets', 68)","('risk', 63)","('key', 52)","('systems', 52)","('individual', 52)","('investor', 51)","('solutions', 50)","('high', 50)","('investors', 45)","('industry', 45)","('global', 41)","('ability', 40)","('processes', 39)","('potential', 32)","('institutions', 29)","('trade', 27)","('role', 26)","('regulatory', 16)","('trading', 16)","('opportunities', 14)","('infrastructure', 14)","('models', 14)","('state', 13)","('bank', 9)","('based', 9)","('payment', 8)","('transfer', 7)","('future', 6)","('access', 6)","('capital', 5)","('user', 5)","('case', 5)","('firms', 5)","('current', 5)","('insurers', 4)","('risks', 4)","('insurance', 3)","('forum', 3)","('credit', 3)","('banking', 3)","('entities', 3)","('customer', 2)","('payments', 2)","('scenario', 2)","('regulators', 2)","('digital', 1)","('alternative', 1)","('economic', 1)","('implications', 1)","('findings', 1)","('users', 1)","('real', 1)","('scale', 1)","('wealth', 1)","('customers', 0)","('identity', 0)","('platforms', 0)","('traditional', 0)","('banks', 0)","('uncertainties', 0)","('providers', 0)","('lending', 0)","('dlt', 0)","('intermediaries', 0)","('states', 0)","('introduction', 0)","('incumbents', 0)","('conclusion', 0)","('platform', 0)","('equity', 0)","('fis', 0)","('smart', 0)","('cost', 0)","('funding', 0)","('automated', 0)","('online', 0)","('ecosystem', 0)","('attributes', 0)","('mobile', 0)","('crowdfunding', 0)","('distributed', 0)"
6,BNY MELLON,Corporate Trust,90,2,TF/IDF,https://jobs.bnymellon.com/jobs?page=9&categories=Corporate%20Trust,"('experience', 331)","('team', 281)","('time', 123)","('system', 109)","('report', 100)","('transactions', 75)","('provide', 72)","('offer', 66)","('offering', 59)","('offerings', 58)","('lead', 56)","('high', 50)","('processes', 39)","('open', 37)","('focus', 34)","('potential', 32)","('supporting', 31)","('low', 31)","('growth', 31)","('create', 27)","('trade', 27)","('role', 26)","('regulation', 25)","('early', 23)","('partners', 22)","('model', 19)","('major', 17)","('core', 17)","('change', 16)","('trading', 16)","('opportunities', 14)","('frastructure', 14)","('models', 14)","('matter', 12)","('advice', 11)","('share', 10)","('subject', 9)","('strategy', 9)","('impact', 7)","('quantitative', 6)","('access', 6)","('case', 5)","('user', 5)","('approach', 5)","('pressure', 4)","('card', 4)","('continued', 4)","('power', 3)","('demand', 3)","('increased', 3)","('emerging', 3)","('lower', 2)","('flows', 2)","('critical', 2)","('gain', 1)","('increasingly', 1)","('alternative', 1)","('experts', 1)","('users', 1)","('wealth', 1)","('lend', 1)","('increasing', 1)","('incumbent', 1)","('authentication', 0)","('manufacturers', 0)","('connected', 0)","('circa', 0)","('forces', 0)","('forbes', 0)","('usage', 0)","('challenger', 0)","('externalization', 0)","('paths', 0)","('merchants', 0)","('adoption', 0)","('context', 0)","('technologies', 0)","('signs', 0)","('futures', 0)","('venture', 0)","('executive', 0)","('entrants', 0)","('studies', 0)","('ecosystems', 0)","('officer', 0)","('retail', 0)","('chain', 0)","('channels', 0)","('crowdfund', 0)","('ecosystem', 0)","('fintech', 0)","('techs', 0)","('funding', 0)","('distributors', 0)","('insurtechs', 0)","('chief', 0)","('director', 0)","('underwriting', 0)","('innovation', 0)","('competition', 0)"
6,BNY MELLON,Corporate Trust,90,3,TextRank,https://jobs.bnymellon.com/jobs?page=9&categories=Corporate%20Trust,"('services', 247)","('process', 230)","('product', 213)","('manage', 192)","('require', 170)","('invest', 139)","('transact', 119)","('required', 118)","('processing', 116)","('inform', 112)","('information', 105)","('data', 77)","('products', 77)","('transactions', 75)","('provide', 72)","('technology', 69)","('risk', 63)","('providing', 54)","('investor', 51)","('base', 43)","('requirement', 40)","('investments', 38)","('requirements', 37)","('institution', 31)","('provides', 29)","('managing', 28)","('manager', 27)","('regulation', 25)","('manages', 20)","('regulator', 18)","('servicing', 16)","('productivity', 16)","('regulatory', 16)","('managers', 10)","('based', 9)","('marketing', 7)","('requires', 7)","('customized', 5)","('informed', 5)","('requiring', 5)","('insurers', 4)","('insure', 4)","('insurer', 4)","('risks', 4)","('insurance', 3)","('increase', 3)","('increased', 3)","('payments', 2)","('managed', 2)","('regulators', 2)","('increasing', 1)","('digital', 1)","('digit', 1)","('banks', 0)","('banked', 0)","('customization', 0)","('customs', 0)","('insuring', 0)","('insured', 0)","('financially', 0)","('financials', 0)","('risking', 0)","('platform', 0)","('customer adoption', 0)","('retail banking', 0)","('increases', 0)","('deutsche bank', 0)","('manageable', 0)","('production', 0)","('global financial institutions provided', 0)","('digitization', 0)","('incumbent service providers', 0)","('processed', 0)","('institute', 0)","('accounts shifting customers', 0)","('transacting', 0)","('institutional investors', 0)","('lowering market', 0)","('regulated', 0)","('regulate', 0)","('regulates', 0)","('regulating', 0)","('ceo', 0)","('investing', 0)","('invested', 0)","('investable', 0)","('invests', 0)","('bases', 0)","('technologically', 0)","('identities', 0)","('worlds', 0)","('investment solution', 0)","('standardize processes', 0)","('keys', 0)","('provider especially', 0)","('identity solutions', 0)","('capitalize', 0)","('capitals', 0)","('capitalization', 0)","('traditional', 0)"
7,BNY MELLON,Corporate Customer/Client Service,27,1,wordcount,https://jobs.bnymellon.com/jobs?page=1&categories=Customer%2FClient%20Service,"('service', 135)","('services', 72)","('business', 70)","('financial', 57)","('product', 41)","('solutions', 40)","('management', 36)","('investment', 33)","('provide', 32)","('investor', 29)","('industry', 28)","('investors', 26)","('market', 25)","('time', 25)","('asset', 24)","('assets', 23)","('products', 21)","('process', 21)","('access', 19)","('markets', 19)","('data', 17)","('regulatory', 17)","('trade', 17)","('risk', 16)","('global', 14)","('key', 12)","('based', 12)","('individual', 12)","('customer', 11)","('transaction', 11)","('institutions', 10)","('transactions', 9)","('potential', 9)","('high', 9)","('payment', 8)","('technology', 8)","('system', 7)","('opportunities', 7)","('trading', 7)","('firms', 7)","('payments', 6)","('role', 6)","('customers', 5)","('ability', 5)","('bank', 4)","('transfer', 4)","('systems', 3)","('processes', 3)","('state', 3)","('risks', 3)","('platform', 3)","('banks', 2)","('future', 2)","('findings', 2)","('regulators', 2)","('user', 2)","('users', 2)","('cost', 2)","('banking', 2)","('online', 2)","('current', 2)","('forum', 1)","('lending', 1)","('real', 1)","('identity', 0)","('platforms', 0)","('digital', 0)","('traditional', 0)","('insurance', 0)","('alternative', 0)","('economic', 0)","('capital', 0)","('uncertainties', 0)","('implications', 0)","('providers', 0)","('insurers', 0)","('dlt', 0)","('scenario', 0)","('intermediaries', 0)","('states', 0)","('introduction', 0)","('incumbents', 0)","('conclusion', 0)","('equity', 0)","('fis', 0)","('smart', 0)","('credit', 0)","('infrastructure', 0)","('models', 0)","('funding', 0)","('automated', 0)","('case', 0)","('ecosystem', 0)","('attributes', 0)","('scale', 0)","('mobile', 0)","('entities', 0)","('wealth', 0)","('crowdfunding', 0)","('distributed', 0)"
7,BNY MELLON,Corporate Customer/Client Service,27,2,TF/IDF,https://jobs.bnymellon.com/jobs?page=1&categories=Customer%2FClient%20Service,"('experience', 100)","('team', 51)","('report', 36)","('provide', 32)","('time', 25)","('lead', 20)","('change', 19)","('access', 19)","('trade', 17)","('offer', 17)","('offering', 16)","('offerings', 16)","('focus', 11)","('create', 9)","('supporting', 9)","('high', 9)","('strategy', 9)","('potential', 9)","('transactions', 9)","('core', 8)","('continued', 8)","('growth', 8)","('opportunities', 7)","('trading', 7)","('system', 7)","('early', 7)","('low', 7)","('gain', 6)","('approach', 6)","('role', 6)","('critical', 5)","('partners', 4)","('major', 3)","('share', 3)","('executive', 3)","('open', 3)","('processes', 3)","('innovation', 3)","('power', 2)","('user', 2)","('pressure', 2)","('regulation', 2)","('users', 2)","('chain', 2)","('increased', 1)","('subject', 1)","('impact', 1)","('advice', 1)","('model', 1)","('card', 1)","('lend', 1)","('authentication', 0)","('manufacturers', 0)","('connected', 0)","('demand', 0)","('lower', 0)","('circa', 0)","('flows', 0)","('case', 0)","('increasingly', 0)","('forces', 0)","('forbes', 0)","('usage', 0)","('challenger', 0)","('externalization', 0)","('paths', 0)","('merchants', 0)","('adoption', 0)","('context', 0)","('technologies', 0)","('signs', 0)","('futures', 0)","('venture', 0)","('alternative', 0)","('matter', 0)","('entrants', 0)","('quantitative', 0)","('studies', 0)","('ecosystems', 0)","('officer', 0)","('retail', 0)","('experts', 0)","('channels', 0)","('wealth', 0)","('crowdfund', 0)","('frastructure', 0)","('ecosystem', 0)","('fintech', 0)","('techs', 0)","('emerging', 0)","('increasing', 0)","('funding', 0)","('incumbent', 0)","('models', 0)","('distributors', 0)","('insurtechs', 0)","('chief', 0)","('director', 0)","('underwriting', 0)","('competition', 0)"
7,BNY MELLON,Corporate Customer/Client Service,27,3,TextRank,https://jobs.bnymellon.com/jobs?page=1&categories=Customer%2FClient%20Service,"('manage', 73)","('services', 72)","('invest', 63)","('require', 46)","('product', 41)","('required', 36)","('provide', 32)","('investor', 29)","('base', 22)","('products', 21)","('process', 21)","('inform', 21)","('regulator', 19)","('information', 19)","('data', 17)","('regulatory', 17)","('risk', 16)","('investments', 13)","('manages', 12)","('processing', 12)","('based', 12)","('providing', 11)","('institution', 11)","('transact', 11)","('provides', 10)","('managing', 9)","('transactions', 9)","('technology', 8)","('manager', 7)","('payments', 6)","('servicing', 6)","('managers', 5)","('requirement', 5)","('productivity', 4)","('requirements', 4)","('risks', 3)","('platform', 3)","('requiring', 3)","('banks', 2)","('increase', 2)","('regulators', 2)","('regulation', 2)","('investment solution', 2)","('customized', 1)","('increased', 1)","('production', 1)","('processed', 1)","('informed', 1)","('banked', 0)","('customization', 0)","('customs', 0)","('marketing', 0)","('insurance', 0)","('insurers', 0)","('insure', 0)","('insurer', 0)","('insuring', 0)","('insured', 0)","('financially', 0)","('financials', 0)","('risking', 0)","('customer adoption', 0)","('retail banking', 0)","('increasing', 0)","('increases', 0)","('deutsche bank', 0)","('managed', 0)","('manageable', 0)","('global financial institutions provided', 0)","('digital', 0)","('digit', 0)","('digitization', 0)","('incumbent service providers', 0)","('institute', 0)","('accounts shifting customers', 0)","('transacting', 0)","('institutional investors', 0)","('lowering market', 0)","('regulated', 0)","('regulate', 0)","('regulates', 0)","('regulating', 0)","('ceo', 0)","('investing', 0)","('invested', 0)","('investable', 0)","('invests', 0)","('bases', 0)","('technologically', 0)","('identities', 0)","('worlds', 0)","('standardize processes', 0)","('keys', 0)","('provider especially', 0)","('requires', 0)","('identity solutions', 0)","('capitalize', 0)","('capitals', 0)","('capitalization', 0)","('traditional', 0)"
8,BNY MELLON,Digital,13,1,wordcount,https://jobs.bnymellon.com/jobs?page=1&categories=Digital,"('data', 187)","('business', 76)","('service', 38)","('digital', 33)","('financial', 28)","('services', 27)","('management', 26)","('process', 23)","('role', 17)","('market', 16)","('investment', 16)","('technology', 16)","('processes', 14)","('global', 14)","('asset', 13)","('key', 11)","('individual', 11)","('assets', 11)","('bank', 10)","('system', 10)","('solutions', 9)","('user', 8)","('users', 8)","('markets', 8)","('investors', 7)","('provide', 7)","('product', 7)","('investor', 7)","('industry', 6)","('banking', 6)","('access', 5)","('high', 5)","('economic', 4)","('capital', 4)","('systems', 4)","('based', 4)","('opportunities', 4)","('case', 4)","('ability', 4)","('wealth', 4)","('customers', 3)","('institutions', 3)","('customer', 3)","('regulatory', 3)","('models', 3)","('ecosystem', 3)","('firms', 3)","('products', 2)","('banks', 2)","('forum', 2)","('future', 2)","('infrastructure', 2)","('funding', 2)","('scale', 2)","('implications', 1)","('time', 1)","('findings', 1)","('providers', 1)","('transactions', 1)","('potential', 1)","('state', 1)","('regulators', 1)","('trade', 1)","('trading', 1)","('transfer', 1)","('transaction', 1)","('identity', 0)","('platforms', 0)","('traditional', 0)","('risk', 0)","('insurance', 0)","('alternative', 0)","('payment', 0)","('payments', 0)","('uncertainties', 0)","('lending', 0)","('insurers', 0)","('dlt', 0)","('scenario', 0)","('risks', 0)","('intermediaries', 0)","('states', 0)","('introduction', 0)","('incumbents', 0)","('conclusion', 0)","('platform', 0)","('equity', 0)","('fis', 0)","('smart', 0)","('credit', 0)","('cost', 0)","('real', 0)","('automated', 0)","('online', 0)","('attributes', 0)","('mobile', 0)","('entities', 0)","('current', 0)","('crowdfunding', 0)","('distributed', 0)"
8,BNY MELLON,Digital,13,2,TF/IDF,https://jobs.bnymellon.com/jobs?page=1&categories=Digital,"('team', 37)","('experience', 35)","('lead', 24)","('role', 17)","('report', 16)","('processes', 14)","('strategy', 12)","('chain', 11)","('system', 10)","('low', 9)","('impact', 8)","('user', 8)","('model', 8)","('users', 8)","('focus', 8)","('provide', 7)","('innovation', 6)","('create', 5)","('partners', 5)","('usage', 5)","('high', 5)","('matter', 5)","('critical', 5)","('access', 5)","('case', 4)","('opportunities', 4)","('technologies', 4)","('quantitative', 4)","('wealth', 4)","('growth', 4)","('gain', 3)","('ecosystem', 3)","('models', 3)","('lower', 2)","('change', 2)","('major', 2)","('subject', 2)","('core', 2)","('supporting', 2)","('advice', 2)","('open', 2)","('approach', 2)","('frastructure', 2)","('emerging', 2)","('funding', 2)","('flows', 1)","('share', 1)","('increased', 1)","('adoption', 1)","('signs', 1)","('trade', 1)","('venture', 1)","('officer', 1)","('trading', 1)","('time', 1)","('early', 1)","('fintech', 1)","('potential', 1)","('transactions', 1)","('authentication', 0)","('manufacturers', 0)","('power', 0)","('connected', 0)","('demand', 0)","('circa', 0)","('increasingly', 0)","('forces', 0)","('offering', 0)","('forbes', 0)","('challenger', 0)","('externalization', 0)","('paths', 0)","('merchants', 0)","('context', 0)","('pressure', 0)","('futures', 0)","('alternative', 0)","('executive', 0)","('regulation', 0)","('entrants', 0)","('studies', 0)","('ecosystems', 0)","('retail', 0)","('card', 0)","('experts', 0)","('channels', 0)","('crowdfund', 0)","('lend', 0)","('offerings', 0)","('techs', 0)","('offer', 0)","('increasing', 0)","('continued', 0)","('incumbent', 0)","('distributors', 0)","('insurtechs', 0)","('chief', 0)","('director', 0)","('underwriting', 0)","('competition', 0)"
8,BNY MELLON,Digital,13,3,TextRank,https://jobs.bnymellon.com/jobs?page=1&categories=Digital,"('data', 187)","('manage', 45)","('digit', 37)","('digital', 33)","('services', 27)","('invest', 25)","('process', 23)","('technology', 16)","('require', 15)","('manager', 12)","('managers', 12)","('required', 10)","('provide', 7)","('product', 7)","('investor', 7)","('managing', 6)","('institution', 5)","('investments', 5)","('base', 5)","('information', 5)","('inform', 5)","('requirements', 5)","('requirement', 5)","('providing', 4)","('regulator', 4)","('based', 4)","('provides', 3)","('regulatory', 3)","('banks', 2)","('managed', 2)","('manages', 2)","('products', 2)","('productivity', 2)","('digitization', 2)","('institutional investors', 2)","('investing', 2)","('capitalization', 2)","('increase', 1)","('increased', 1)","('servicing', 1)","('production', 1)","('processing', 1)","('transactions', 1)","('transact', 1)","('regulators', 1)","('bases', 1)","('banked', 0)","('customized', 0)","('customization', 0)","('customs', 0)","('marketing', 0)","('insurance', 0)","('insurers', 0)","('insure', 0)","('insurer', 0)","('insuring', 0)","('insured', 0)","('payments', 0)","('financially', 0)","('financials', 0)","('risk', 0)","('risks', 0)","('risking', 0)","('platform', 0)","('customer adoption', 0)","('retail banking', 0)","('increasing', 0)","('increases', 0)","('deutsche bank', 0)","('manageable', 0)","('global financial institutions provided', 0)","('incumbent service providers', 0)","('processed', 0)","('institute', 0)","('accounts shifting customers', 0)","('transacting', 0)","('lowering market', 0)","('regulated', 0)","('regulation', 0)","('regulate', 0)","('regulates', 0)","('regulating', 0)","('ceo', 0)","('invested', 0)","('investable', 0)","('invests', 0)","('technologically', 0)","('identities', 0)","('worlds', 0)","('informed', 0)","('investment solution', 0)","('standardize processes', 0)","('keys', 0)","('provider especially', 0)","('requiring', 0)","('requires', 0)","('identity solutions', 0)","('capitalize', 0)","('capitals', 0)","('traditional', 0)"
9,BNY MELLON,Facilities Management,3,1,wordcount,https://jobs.bnymellon.com/jobs?page=1&categories=Facilities%20Management,"('management', 37)","('service', 37)","('business', 29)","('services', 25)","('state', 16)","('asset', 16)","('real', 13)","('financial', 12)","('time', 9)","('process', 9)","('system', 8)","('investment', 7)","('ability', 7)","('processes', 6)","('high', 6)","('infrastructure', 6)","('assets', 6)","('market', 5)","('risk', 5)","('systems', 5)","('cost', 5)","('markets', 5)","('role', 5)","('investors', 4)","('provide', 4)","('global', 4)","('industry', 4)","('individual', 4)","('investor', 4)","('institutions', 3)","('capital', 3)","('solutions', 3)","('product', 3)","('key', 2)","('bank', 2)","('products', 2)","('banks', 2)","('regulatory', 2)","('opportunities', 2)","('risks', 2)","('trade', 2)","('future', 1)","('providers', 1)","('based', 1)","('transactions', 1)","('transaction', 1)","('current', 1)","('wealth', 1)","('customers', 0)","('identity', 0)","('data', 0)","('platforms', 0)","('customer', 0)","('digital', 0)","('traditional', 0)","('insurance', 0)","('alternative', 0)","('payment', 0)","('economic', 0)","('payments', 0)","('forum', 0)","('uncertainties', 0)","('implications', 0)","('access', 0)","('findings', 0)","('lending', 0)","('insurers', 0)","('dlt', 0)","('potential', 0)","('technology', 0)","('scenario', 0)","('intermediaries', 0)","('regulators', 0)","('user', 0)","('states', 0)","('users', 0)","('introduction', 0)","('incumbents', 0)","('conclusion', 0)","('platform', 0)","('equity', 0)","('fis', 0)","('smart', 0)","('credit', 0)","('models', 0)","('trading', 0)","('transfer', 0)","('funding', 0)","('automated', 0)","('banking', 0)","('online', 0)","('case', 0)","('ecosystem', 0)","('attributes', 0)","('firms', 0)","('scale', 0)","('mobile', 0)","('entities', 0)","('crowdfunding', 0)","('distributed', 0)"
